Id,Model,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar,Price
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,57,12,1999,80470,Petrol,110,0,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,10950
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,1999,80439,Petrol,110,1,Green,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,8450
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,10,1999,80430,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,9950
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,68,1,1999,80426,Petrol,110,1,Green,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,9950
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,62,7,1999,80265,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8750
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,65,4,1999,80153,Petrol,110,0,Green,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,9950
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,1,1999,80121,Petrol,110,0,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,9500
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,1999,80086,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8250
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,80000,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,10950
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,60,9,1999,80000,Petrol,86,0,Green,0,1300,5,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7950
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,65,4,1999,80000,Petrol,86,1,Black,0,1300,2,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8250
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,67,2,1999,79858,Petrol,110,1,Green,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,9895
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,2,1999,79762,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,9130
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,59,10,1999,79660,Petrol,86,0,Green,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,10950
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,60,9,1999,79150,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,10500
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,1999,79000,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,8900
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,57,12,1999,78955,Petrol,86,1,Silver,0,1300,5,4,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,9500
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,59,10,1999,78750,Diesel,90,1,Silver,0,1975,5,4,5,210,1155,0,0,6,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,10950
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,78521,Petrol,86,0,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7950
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,5,1999,78356,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,7950
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,78076,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7950
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,61,8,1999,78063,Petrol,107,1,Green,1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,9500
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,2,1999,77821,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,10950
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,1999,77695,Petrol,110,1,Grey,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9750
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,77500,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,9750
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,63,6,1999,77457,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,9450
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,77029,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,8950
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,68,1,1999,77008,Petrol,86,1,Violet,0,1300,3,4,5,69,1015,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8950
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,66,3,1999,76791,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,8900
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,61,8,1999,76700,Petrol,86,1,Red,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,9950
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,67,2,1999,76569,Petrol,86,1,Black,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,8750
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,59,10,1999,76162,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,8950
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,1999,76155,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,8990
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,61,8,1999,75609,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8950
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,62,7,1999,75569,Diesel,72,1,Green,0,2000,3,4,5,185,1120,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,8950
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,67,2,1999,75429,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,9950
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,1999,75000,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,9900
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,65,4,1999,75000,Petrol,86,0,Black,0,1300,3,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,8950
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,62,7,1999,75000,Petrol,110,1,Blue,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8950
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,66,3,1999,74963,Petrol,107,0,Blue,1,1600,3,4,5,85,1085,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,9500
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,74889,Petrol,86,1,Black,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,7950
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,68,1,1999,74875,Petrol,110,0,Red,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7750
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,63,6,1999,74747,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,8950
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,60,9,1999,74720,Petrol,110,1,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,11950
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,74457,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,8950
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,60,9,1999,74337,Petrol,86,0,Blue,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,11950
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,74308,Petrol,110,0,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,8950
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,64,5,1999,74193,Petrol,110,0,Silver,0,1600,3,4,5,69,1050,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9950
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,74179,Petrol,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8250
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,67,2,1999,73936,Petrol,86,1,Green,0,1300,5,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,8995
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,8,1999,73894,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,9995
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,5,1999,73500,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,9250
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,64,5,1999,73376,Petrol,110,0,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,10950
808,TOYOTA Corolla 1.3 16V 2/3-Doors,64,5,1999,73300,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,8900
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,11,1999,73172,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,9500
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,11,1999,72928,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,9950
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,2,1999,72880,Petrol,86,1,Black,0,1332,3,4,5,69,1015,0,1,3,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,7950
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,63,6,1999,72522,Petrol,110,1,Green,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,8250
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,5,1999,72000,Petrol,86,1,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,9450
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,57,12,1999,72000,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,7950
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,10,1999,71366,Petrol,110,0,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,9500
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,71317,Petrol,110,0,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8950
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,62,7,1999,71000,Petrol,110,0,Black,0,1600,5,4,5,85,1070,0,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,10950
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,9,1999,70954,Petrol,110,0,Green,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8950
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,63,6,1999,70908,Petrol,86,0,Red,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,9450
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,58,11,1999,70560,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,8000
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,2,1999,70552,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,9900
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,62,7,1999,70500,Petrol,110,1,Blue,0,1600,5,4,5,69,1035,1,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,8950
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,60,9,1999,70453,Diesel,72,0,Red,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10900
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,59,10,1999,70218,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,9450
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,64,5,1999,70116,Petrol,110,1,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8450
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,4,1999,70068,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,9500
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,67,2,1999,70000,Petrol,107,1,Silver,1,1587,3,4,5,19,1065,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,10500
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,68,1,1999,70000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6950
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,1999,69103,Petrol,110,0,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9750
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,58,11,1999,69022,Petrol,86,1,Black,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,6950
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,67,2,1999,69000,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,9650
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,68,1,1999,68865,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,9950
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,58,11,1999,68723,Petrol,86,0,Red,0,1300,3,4,5,69,1025,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,9250
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,63,6,1999,68453,Petrol,110,1,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,8950
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,63,6,1999,68238,Petrol,86,0,Red,0,1300,5,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9900
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,63,6,1999,68153,Petrol,110,1,Black,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,10995
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,65,4,1999,68000,Petrol,110,0,Red,0,1600,5,4,5,85,1075,0,0,6,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,10500
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,68000,Petrol,86,1,Black,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8950
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,67,2,1999,67762,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,9750
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,1999,67146,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,10950
841,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,67,2,1999,67110,Petrol,86,1,Grey,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9750
842,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,10,1999,67010,Petrol,110,1,Blue,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,9950
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,1999,67003,Petrol,110,1,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10500
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,68,1,1999,66785,Petrol,86,0,Blue,1,1300,3,4,5,69,1045,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,10400
845,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,68,1,1999,66550,Petrol,86,0,Red,0,1332,3,4,5,69,1010,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8800
846,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,8,1999,66259,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,10500
847,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,62,7,1999,66082,Petrol,110,0,Green,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,9250
848,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,65,4,1999,66000,Petrol,86,1,Green,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,7800
849,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,1999,66000,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,9950
850,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,63,6,1999,65896,Petrol,110,1,Red,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,10750
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,2,1999,65785,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,10950
852,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,65,4,1999,65513,Petrol,110,1,Grey,1,1600,4,4,5,85,1070,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,9950
853,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,59,10,1999,65463,Petrol,110,1,Green,0,1600,5,4,5,85,1070,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,9950
854,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,68,1,1999,65400,Petrol,86,1,Blue,0,1300,4,4,5,69,1000,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,8100
855,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,9,1999,65259,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,9250
856,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,5,1999,65000,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,7800
857,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,1,1999,65000,Petrol,110,0,Red,0,1600,5,4,5,85,1070,0,0,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,9000
858,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,57,12,1999,65000,Petrol,110,0,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8950
859,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,62,7,1999,64966,Petrol,86,0,Grey,0,1300,3,4,5,69,1020,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8950
860,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,1999,64950,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,9950
861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,60,9,1999,64914,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8500
862,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,64797,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,7995
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,1999,64772,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8750
864,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,63,6,1999,64690,Petrol,86,0,Red,0,1300,3,4,5,69,1020,1,1,3,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,9750
865,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,65,4,1999,64630,Petrol,110,0,Silver,0,1600,5,4,5,85,1070,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,10950
866,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,67,2,1999,64613,Petrol,110,1,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,9750
867,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,60,9,1999,64383,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8200
868,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,68,1,1999,64000,Petrol,110,0,Red,0,1600,5,4,5,85,1075,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,8950
